Displacement,Force
0.0,0.17580040794246235
0.202020202020202,0.2760696808953416
0.404040404040404,0.37981063666972764
0.606060606060606,0.48778810956969526
0.808080808080808,0.6010374455487132
1.01010101010101,0.6871603108003109
1.212121212121212,0.7736056535504295
1.414141414141414,0.8583690000235453
1.6161616161616164,0.949354534447035
1.818181818181818,1.0380282681891377
2.0202020202020203,1.119231674958541
2.222222222222222,1.2040224852693604
2.4242424242424243,1.2794879410877877
2.626262626262626,1.3655724109784717
2.8282828282828283,1.44676079352244
3.03030303030303,1.5393292335115865
3.2323232323232323,1.6205054280175493
3.434343434343434,1.7008905927966531
3.6363636363636362,1.7854139803835458
3.838383838383838,1.872425215698654
4.04040404040404,1.9639852836052831
4.242424242424242,2.055283901570579
4.444444444444445,2.1321049097944615
4.646464646464647,2.2347340805755764
4.848484848484848,2.341809816838462
5.05050505050505,2.424733139475564
5.252525252525253,2.5169777012549734
5.454545454545455,2.614074977500012
5.6565656565656575,2.714912957233563
5.858585858585858,2.815245564808164
6.0606060606060606,2.922401243337678
6.262626262626263,3.0154132366937882
6.464646464646465,3.11498527065527
6.666666666666666,3.2171115243342516
6.8686868686868685,3.3156865325530944
7.070707070707071,3.436261033217749
7.272727272727273,3.547485275850265
7.474747474747476,3.653464750779314
7.6767676767676765,3.7694312327252626
7.878787878787879,3.8849178049148194
8.080808080808081,3.9889331573711946
8.282828282828284,4.119909109680356
8.484848484848484,4.219101933856886
8.686868686868687,4.341011839790944
8.88888888888889,4.466578143716679
9.090909090909092,4.595482291666667
9.292929292929292,4.7107631898628854
9.494949494949495,4.827748421292232
9.696969696969697,4.9614911692684425
9.8989898989899,5.099704085684926
10.1010101010101,5.2320430170892385
10.303030303030303,5.362548454010935
10.505050505050505,5.497860539740842
10.707070707070708,5.6364820203054835
10.90909090909091,5.779715710105262
11.11111111111111,5.942616453088093
11.313131313131313,6.0787731700023
11.515151515151516,6.219454275911534
11.717171717171718,6.381954523830191
11.919191919191919,6.5428187295844
12.121212121212121,6.697172307692308
12.323232323232324,6.861130813182328
12.525252525252526,7.025494206773619
12.727272727272727,7.193792213039486
12.929292929292929,7.367099231117142
13.131313131313131,7.534382642343837
13.333333333333334,7.70625607638889
13.535353535353535,7.886565711692533
13.737373737373739,8.063632685059552
13.93939393939394,8.251855834464044
14.14141414141414,8.431898742325211
14.343434343434344,8.610433218193053
14.545454545454545,8.793003108003107
14.74747474747475,8.98490487979
14.94949494949495,9.18131965128444
15.15151515151515,9.366743601732864
15.353535353535355,9.559844389978217
15.555555555555555,9.746371445496727
15.757575757575756,9.950633131176074
15.95959595959596,10.157959196220324
16.16161616161616,10.34493377906915
16.363636363636363,10.552170722146842
16.565656565656564,10.762941556001701
16.767676767676765,10.977535953474133
16.96969696969697,11.174344291022607
17.17171717171717,11.392975223112005
17.373737373737374,11.591749729344732
17.575757575757574,11.800496666666668
