Displacement,Force
0.0,0.11903939393939378
0.2020202020202022,0.1933086258291937
0.4040404040404042,0.2783538789605456
0.6060606060606062,0.3517505050505048
0.8080808080808082,0.42230158447217264
1.0101010101010102,0.49674773804513367
1.2121212121212122,0.5678597396262891
1.4141414141414141,0.6556479440291118
1.6161616161616161,0.7240957744107744
1.8181818181818181,0.7829750000000001
2.02020202020202,0.8472915715853474
2.2222222222222223,0.9277860502460507
2.424242424242424,0.9994789215686267
2.6262626262626263,1.0717643304843303
2.828282828282828,1.1178171258034897
3.0303030303030303,1.1957246237938939
3.232323232323232,1.2666540931705104
3.4343434343434343,1.3274392664013877
3.636363636363636,1.4035621252028625
3.8383838383838382,1.471103106825834
4.04040404040404,1.5356372906708293
4.242424242424242,1.6070845959595959
4.444444444444444,1.683205734108765
4.646464646464646,1.7453898326701367
4.848484848484849,1.8130076285240468
5.05050505050505,1.8841556728905215
5.252525252525253,1.94813931231507
5.454545454545454,2.037173543350441
5.656565656565657,2.099614885246251
5.858585858585858,2.1703830896024923
6.0606060606060606,2.2453427645975803
6.262626262626263,2.3050416317016342
6.464646464646464,2.388299056218752
6.666666666666666,2.46398751696065
6.8686868686868685,2.5442215534349923
7.070707070707071,2.6184562376028353
7.272727272727272,2.7040262324739945
7.474747474747474,2.781523983552456
7.6767676767676765,2.8575023870546254
7.878787878787879,2.930965749805749
8.080808080808081,3.0214800140710607
8.282828282828282,3.108539589929144
8.484848484848484,3.1918622945876685
8.686868686868687,3.269154666063623
8.88888888888889,3.3544466955092926
9.09090909090909,3.4433977961432496
9.292929292929292,3.5404978888238543
9.494949494949495,3.6166536262537563
9.696969696969697,3.69990788925249
9.898989898989898,3.8033063772048834
10.1010101010101,3.9046086162132823
10.303030303030303,3.9874466583519506
10.505050505050505,4.074961754664083
10.707070707070706,4.180811534785191
10.909090909090908,4.286049954086319
11.11111111111111,4.385926875417829
11.313131313131313,4.4910738260568825
11.515151515151516,4.605522610722612
11.717171717171716,4.695981114628875
11.919191919191919,4.811786175184682
12.121212121212121,4.921685818278945
12.323232323232324,5.033058421499159
12.525252525252524,5.141140826400594
12.727272727272727,5.246052879847426
12.929292929292929,5.361257774716866
13.131313131313131,5.484105597357566
13.333333333333332,5.5963928068564455
13.535353535353535,5.708106693655902
13.737373737373737,5.836198354632067
13.93939393939394,5.958402234465871
14.14141414141414,6.086182353841444
14.343434343434344,6.203234990969101
14.545454545454545,6.332562610722609
14.747474747474746,6.480144082986725
14.94949494949495,6.608993564241846
15.15151515151515,6.73350186715641
15.353535353535355,6.888247702515354
15.555555555555555,7.020617992528937
15.757575757575756,7.165624747474747
15.95959595959596,7.31216718133308
16.161616161616163,7.456452491597719
16.363636363636363,7.6146285843509665
16.565656565656568,7.778810105961576
16.767676767676768,7.930533275097518
16.969696969696972,8.091462445349011
17.171717171717173,8.26136860793212
17.373737373737374,8.437400540905855
17.575757575757578,8.605605926916219
17.77777777777778,8.783630151529934
17.979797979797983,8.967077927997929
18.181818181818183,9.149757142857142
