Displacement,Force
0.0,0.17889761660019457
0.2020202020202022,0.26767114580144885
0.4040404040404042,0.37700473856209143
0.6060606060606062,0.48072108780108797
0.8080808080808082,0.5927487421220755
1.0101010101010102,0.7024546811397557
1.2121212121212122,0.8086416743189471
1.4141414141414141,0.9056732559720709
1.6161616161616161,1.007532917409388
1.8181818181818181,1.1080486685032138
2.02020202020202,1.201783543280513
2.2222222222222223,1.3080111162887735
2.424242424242424,1.404131374349556
2.6262626262626263,1.5091811104410608
2.828282828282828,1.6058291588806508
3.0303030303030303,1.715155037941605
3.232323232323232,1.8127446402819078
3.4343434343434343,1.9170079867300458
3.636363636363636,2.020944696969697
3.8383838383838382,2.1171876441179474
4.04040404040404,2.2308880570409984
4.242424242424242,2.3339308311518625
4.444444444444444,2.440195678174782
4.646464646464646,2.535606965174129
4.848484848484849,2.6456319551282053
5.05050505050505,2.7598080364172404
5.252525252525253,2.8684819789939198
5.454545454545454,2.9779560859613774
5.656565656565657,3.098598796791444
5.858585858585858,3.205664993067934
6.0606060606060606,3.317673630241812
6.262626262626263,3.4291269105193343
6.464646464646464,3.5403997398224667
6.666666666666666,3.652696740813836
6.8686868686868685,3.76499325633962
7.070707070707071,3.879032686734677
7.272727272727272,3.983648866991595
7.474747474747474,4.113671208847104
7.6767676767676765,4.230764794408734
7.878787878787879,4.346042825587399
8.080808080808081,4.470107677464779
8.282828282828282,4.58482232326278
8.484848484848484,4.698801387004372
8.686868686868687,4.834437710007148
8.88888888888889,4.951218005698006
9.09090909090909,5.0714524649479875
9.292929292929292,5.195580246913579
9.494949494949495,5.3074412898212895
9.696969696969697,5.439574208281233
9.898989898989898,5.562899808961727
10.1010101010101,5.692113377441861
10.303030303030303,5.819838200183654
10.505050505050505,5.952857118284292
10.707070707070706,6.090147479848993
10.909090909090908,6.2234356060606055
11.11111111111111,6.34574267310789
11.313131313131313,6.489113413623414
11.515151515151516,6.638601738780843
11.717171717171716,6.780948109110429
11.919191919191919,6.924719574140785
12.121212121212121,7.069148371320623
12.323232323232324,7.225703127897332
12.525252525252524,7.373718183152426
12.727272727272727,7.516343232186177
12.929292929292929,7.674458345097286
13.131313131313131,7.827817429503367
13.333333333333332,7.986530545437323
13.535353535353535,8.152456887502476
13.737373737373737,8.309768911335578
13.93939393939394,8.474950772430182
14.14141414141414,8.635782179639529
14.343434343434344,8.806218457300277
14.545454545454545,8.975772626520966
14.747474747474746,9.154736489270816
14.94949494949495,9.32885707321976
15.15151515151515,9.491487278582932
15.353535353535355,9.67052206211297
15.555555555555555,9.847809707329708
15.757575757575756,10.034953645362405
15.95959595959596,10.210886434829222
16.161616161616163,10.4017296910763
16.363636363636363,10.585835294117645
16.565656565656568,10.773568798938134
16.767676767676768,10.963919719583899
16.969696969696972,11.170387059133924
17.171717171717173,11.361317834757836
17.373737373737374,11.56657378077473
17.575757575757578,11.775783194470584
17.77777777777778,11.9811545040145
17.979797979797983,12.186242419140905
18.181818181818183,12.393767765567766
