0.00000000,75.00000000,-0.00000000
0.00000444,74.91096868,3.46019292
0.00002102,74.38100982,9.06941319
0.00007097,72.38966560,18.40876007
0.00017420,68.11767387,29.33328056
0.00029774,62.35962772,38.78442764
0.00039849,57.41288757,44.77273560
0.00045175,54.92814255,47.33797073
0.00046517,54.68198204,47.64508438
0.00046893,54.92017365,47.48967743
0.00048820,54.23196983,48.20202255
0.00051747,52.93953705,49.43223953
0.00056198,50.74249077,51.34079361
0.00061319,48.09473228,53.42084503
0.00066096,45.52590179,55.24068069
0.00069700,43.61821175,56.49323273
0.00071770,42.55092621,57.17834091
0.00072876,42.04891205,57.51955032
0.00073638,41.72749710,57.75286484
0.00074636,41.28478622,58.04874420
0.00075242,40.92501831,58.24523163
