0.00000000,-0.00000000
0.05050500,0.01364504
0.10101000,0.02726393
0.15151501,0.04086079
0.20202000,0.05443409
0.25252500,0.06798372
0.30303001,0.08150961
0.35353500,0.09501173
0.40404001,0.10849003
0.45454499,0.12194449
0.50505000,0.13537513
0.55555499,0.14878191
0.60606003,0.16216488
0.65656501,0.17552403
0.70706999,0.18885937
0.75757498,0.20217094
0.80808002,0.21545877
0.85858500,0.22872286
0.90908998,0.24196325
0.95959502,0.25518000
1.01010001,0.26837310
1.06060505,0.28154260
1.11110997,0.29468855
1.16161501,0.30781099
1.21212006,0.32090992
1.26262498,0.33398542
1.31313002,0.34703752
1.36363494,0.36006624
1.41413999,0.37307164
1.46464503,0.38605377
1.51514995,0.39901266
1.56565499,0.41194832
1.61616004,0.42486086
1.66666496,0.43775028
1.71717000,0.45061663
1.76767504,0.46345994
1.81817997,0.47628030
1.86868501,0.48907769
1.91919005,0.50185221
1.96969497,0.51460391
2.02020001,0.52733278
2.07070494,0.54003888
2.12121010,0.55272228
2.17171502,0.56538302
2.22221994,0.57802111
2.27272511,0.59063667
2.32323003,0.60322970
2.37373495,0.61580020
2.42424011,0.62834829
2.47474504,0.64087403
2.52524996,0.65337735
2.57575488,0.66585839
2.62626004,0.67831719
2.67676497,0.69075382
2.72726989,0.70316821
2.77777505,0.71556050
2.82827997,0.72793072
2.87878489,0.74027896
2.92929006,0.75260520
2.97979498,0.76490951
3.03029990,0.77719188
3.08080506,0.78945243
3.13130999,0.80169123
3.18181491,0.81390822
3.23232007,0.82610351
3.28282499,0.83827716
3.33332992,0.85042918
3.38383508,0.86255968
3.43434000,0.87466860
3.48484492,0.88675606
3.53535008,0.89882207
3.58585501,0.91086674
3.63635993,0.92289001
3.68686509,0.93489200
3.73737001,0.94687277
3.78787494,0.95883226
3.83838010,0.97077066
3.88888502,0.98268789
3.93938994,0.99458408
3.98989511,1.00645924
4.04040003,1.01831341
