Folder,Area,Width,Height,Alpha,Ep,K,N
AT12,275,11,25,82.48042967,0.1,0.97668195,1
AT13,323,19,17,58.42071301,0.1,0.93542557,2
AT14,592,16,37,76.6214598,0.1,1.98791346,1
AT16,798,21,38,82.13393163,0.1,1.00524946,3
AT17,814,22,37,70.36579778,0.1,1.49145588,3
AT18,714,21,34,68.12599073,0.1,1.51130473,2
AT19,308,14,22,65.98920094,0.1,1.51828769,1
AT20,300,10,30,84.28940686,0.1,1.02472469,1
AT21,800,20,40,75.96375653,0.1,1.50832854,2
AT22,450,15,30,70.70995378,0.1,1.81579531,1
AT23,200,10,20,73.30075577,0.1,1.17513109,1
AT24,216,12,18,78.69006753,0.1,0.77555827,1
AT25,160,10,16,67.89055166,0.1,0.99824825,1
Files_-7480476174489404620,120,10,12,75.96375653,0.1,0.4757987,1
Files_6060015428186129553,120,10,12,73.73979529,0.1,0.52567523,1
Files_8325833207736715400,120,10,12,71.56505118,0.1,0.49061166,1
Files_-8467058129548023728,120,10,12,69.44395478,0.1,0.43499838,2
Files_-8857663759919634261,120,10,12,67.38013505,0.1,0.5189256,2
Files_-7896213277315370919,120,10,12,65.37643521,0.1,0.59208985,1
Files_-4087435748638082764,120,10,12,63.43494882,0.1,0.58733836,1
Files_-3098493852547777752,120,10,12,61.55707138,0.1,0.64321588,1
Files_6403375684341374717,120,10,12,59.74356284,0.1,0.65308056,1
Files_-8892226623156156612,130,10,13,77.00538321,0.1,0.50577927,1
Files_-5060122964185025366,130,10,13,74.93151184,0.1,0.50016139,1
Files_-4102002945562046178,130,10,13,72.89727103,0.1,0.60331352,1
Files_6338363811886024535,130,10,13,70.906508,0.1,0.59835335,1
Files_-644253946522112290,130,10,13,68.96248897,0.1,0.64672219,1
Files_-4870526029138143259,130,10,13,67.06789956,0.1,0.68347431,1
Files_8660289409044543260,130,10,13,65.22485943,0.1,0.72073236,1
Files_2081035017566215200,130,10,13,63.43494882,0.1,0.74056966,1
Files_-8998379199124538398,130,10,13,61.69924423,0.1,0.73888567,1
Files_-194485012182460328,140,10,14,77.90524292,0.1,0.57286971,1
Files_-67385369265262261,140,10,14,75.96375653,0.1,0.61409838,1
Files_-2227184834946327898,140,10,14,74.0546041,0.1,0.60025761,1
Files_1001809577328377130,140,10,14,72.18111109,0.1,0.67045054,1
Files_4668103281925079538,140,10,14,70.34617594,0.1,0.74045789,1
Files_4249160904335927173,140,10,14,68.55226367,0.1,0.77163742,1
Files_-1463705693590517607,140,10,14,66.80140949,0.1,0.80319377,1
Files_-6496499545687486367,140,10,14,65.09523119,0.1,0.82253164,1
Files_3325655056586059595,140,10,14,63.43494882,0.1,0.81213046,1
Files_3782930001146804032,150,10,15,78.69006753,0.1,0.57858234,1
Files_7615984773227821081,150,10,15,76.86597769,0.1,0.65463857,1
Files_-2181962882924900361,150,10,15,75.06858282,0.1,0.68040288,1
Files_-1067821092888512615,150,10,15,73.30075577,0.1,0.72832011,1
Files_-746520524504571422,150,10,15,71.56505118,0.1,0.79562409,1
Files_-5864457411590820767,150,10,15,69.86369657,0.1,0.83662496,1
Files_-7357874559402689011,150,10,15,68.19859051,0.1,0.8763264,1
Files_7003711570483218226,150,10,15,66.57130719,0.1,0.91433264,1
Files_97215225112169169,150,10,15,64.98310652,0.1,0.88970719,1
Files_6054275202579934074,160,10,16,79.38034472,0.1,0.63464982,1
Files_-6040223941503197851,160,10,16,77.66091272,0.1,0.70160318,1
Files_-5370463439942848816,160,10,16,75.96375653,0.1,0.73968161,1
Files_-1723524914273968426,160,10,16,74.29136217,0.1,0.80269293,1
Files_-1473680004463712781,160,10,16,72.64597536,0.1,0.87933977,1
Files_-5139158944688721643,160,10,16,71.02959219,0.1,0.90470987,1
Files_-6357045395001467924,160,10,16,69.44395478,0.1,0.9443583,1
Files_-1360171266971751273,160,10,16,67.89055166,0.1,0.99824825,1
Files_5935716330838230717,160,10,16,66.37062227,0.1,0.9775562,1
Files_-2675914308126775513,170,10,17,79.9920202,0.1,0.66942446,1
Files_1134937557078015151,170,10,17,78.366366,0.1,0.75292004,1
Files_-1549468983737117490,170,10,17,76.75948008,0.1,0.79865647,1
Files_7416797570745621609,170,10,17,75.17352003,0.1,0.86760768,1
Files_4428016640215565551,170,10,17,73.61045967,0.1,0.91460641,1
Files_1146448193362380862,170,10,17,72.07208024,0.1,0.95606877,1
Files_831649162043880841,170,10,17,70.55996517,0.1,1.00139443,1
Files_1232474964874610929,170,10,17,69.07549826,0.1,1.02794349,1
Files_-4961048469660696568,170,10,17,67.61986495,0.1,1.02622534,1
Files_-667502108549511210,180,10,18,80.53767779,0.1,0.70703518,1
Files_5096725039162298923,180,10,18,78.99645915,0.1,0.76863314,1
Files_-7139177531586540820,180,10,18,77.47119229,0.1,0.85372593,1
Files_2042627365281293543,180,10,18,75.96375653,0.1,0.93226729,1
Files_4086805589169072760,180,10,18,74.475889,0.1,0.95923031,1
Files_6058173390578918043,180,10,18,73.00917671,0.1,1.01661206,1
Files_-597807326202138053,180,10,18,71.56505118,0.1,1.07221772,1
Files_4176226316588598039,180,10,18,70.14478563,0.1,1.07534318,1
Files_-4343738115311461930,180,10,18,68.74949449,0.1,1.07351809,1
Files_-8501223638846367084,190,10,19,81.02737339,0.1,0.74251657,1
Files_7149179285519026218,190,10,19,79.56252465,0.1,0.86332312,1
Files_-4853897177596612782,190,10,19,78.11134196,0.1,0.90821077,1
Files_2612456392436788084,190,10,19,76.67546874,0.1,0.98977754,1
Files_-5762967820062706362,190,10,19,75.25643716,0.1,1.05704913,1
Files_7345252871841069586,190,10,19,73.85566122,0.1,1.06128449,1
Files_1282932997965287971,190,10,19,72.47443163,0.1,1.13652864,1
Files_-4661074425203006349,190,10,19,71.11391263,0.1,1.12626875,1
Files_1830267107198513147,190,10,19,69.77514057,0.1,1.09595921,1
Files_-7264317528849823363,200,10,20,81.46923439,0.1,0.79576307,1
Files_5535160376873679575,200,10,20,80.07375449,0.1,0.89630703,1
Files_9186460086760936845,200,10,20,78.69006753,0.1,0.95203093,1
Files_423636007136316623,200,10,20,77.31961651,0.1,1.03406431,1
Files_2899086869608624859,200,10,20,75.96375653,0.1,1.11590188,1
Files_-5915837862030711526,200,10,20,74.62374875,0.1,1.13099435,1
Files_4335708992725620198,200,10,20,73.30075577,0.1,1.1529758,1
Files_-8045490533996773488,200,10,20,71.99583839,0.1,1.18763705,1
Files_544811225469493425,200,10,20,70.70995378,0.1,1.16235007,1
Files_6207865316188610144,210,10,21,81.86989765,0.1,0.8312069,1
Files_-8407638025967343458,210,10,21,80.53767779,0.1,0.93166991,1
Files_-4223269859153541332,210,10,21,79.21570213,0.1,1.00282626,1
Files_-5824608195053736772,210,10,21,77.90524292,0.1,1.07667166,1
Files_7610771200896379638,210,10,21,76.60750225,0.1,1.11455082,1
Files_8743576818067117220,210,10,21,75.32360686,0.1,1.18402174,1
Files_-7857308017817604342,210,10,21,74.0546041,0.1,1.20704708,1
Files_-6776207972931833701,210,10,21,72.80145878,0.1,1.22327808,1
Files_-3939585860635602173,210,10,21,71.56505118,0.1,1.2157214,1
Files_-7116098991283570058,220,10,22,82.23483398,0.1,0.86768414,1
Files_3134687184300782822,220,10,22,80.9605172,0.1,0.96249434,1
Files_6036625248998950298,220,10,22,79.69515353,0.1,1.02444825,1
Files_-6158804898410874757,220,10,22,78.43986921,0.1,1.08878981,1
Files_-2675535351026520875,220,10,22,77.19573393,0.1,1.17045119,1
Files_-8134566398876784398,220,10,22,75.96375653,0.1,1.22599761,1
Files_-758643056203011003,220,10,22,74.7448813,0.1,1.24203305,1
Files_-8072985368333317998,220,10,22,73.53998519,0.1,1.25472556,1
Files_2685501058344150884,220,10,22,72.34987578,0.1,1.21107085,1
Files_6291306021697930203,230,10,23,82.56859203,0.1,0.86370242,1
Files_-4697808544306807544,230,10,23,81.34745821,0.1,0.990538,1
Files_-4504487383912857920,230,10,23,80.13419306,0.1,1.07672494,1
Files_-6220128201017008394,230,10,23,78.92979742,0.1,1.14389004,1
Files_-7251436534182476769,230,10,23,77.73522627,0.1,1.20344063,1
Files_5180832193314965220,230,10,23,76.55138495,0.1,1.25350255,1
Files_6570048013726041659,230,10,23,75.37912601,0.1,1.28038318,1
Files_-8940461336763228082,230,10,23,74.21924669,0.1,1.289672,1
Files_-2343948549404527440,230,10,23,73.07248694,0.1,1.23965754,1
Files_-8413518358455260922,240,10,24,82.87498365,0.1,0.92364134,1
Files_4339491856222871619,240,10,24,81.70285503,0.1,1.0114744,1
Files_2298970130324375910,240,10,24,80.53767779,0.1,1.09840857,1
Files_-9015263229121914726,240,10,24,79.38034472,0.1,1.17324949,1
Files_7435287736635428269,240,10,24,78.23171107,0.1,1.23141283,1
Files_360055445807699617,240,10,24,77.09259133,0.1,1.27868089,1
Files_5009099604155180663,240,10,24,75.96375653,0.1,1.30944041,1
Files_-5178681208568099349,240,10,24,74.84593195,0.1,1.30969175,1
Files_4501204516105531348,240,10,24,73.73979529,0.1,1.24839284,1
Files_-5133208486425915217,250,10,25,83.15722659,0.1,0.94070513,1
Files_8804186890109164115,250,10,25,82.03038961,0.1,1.03331588,1
Files_2038392863339124029,250,10,25,80.90972308,0.1,1.11237255,1
Files_4387272923847162329,250,10,25,79.79602628,0.1,1.19406023,1
Files_-1698479983422039043,250,10,25,78.69006753,0.1,1.26073685,1
Files_-7060723532608039414,250,10,25,77.59258147,0.1,1.30014455,1
Files_7238099300779533405,250,10,25,76.50426672,0.1,1.33015246,1
Files_-4083492378921711136,250,10,25,75.4257838,0.1,1.33531241,1
Files_1496749749640267026,250,10,25,74.35775354,0.1,1.28434286,1
Files_4372758722036997482,260,10,26,83.41805534,0.1,0.96407504,1
Files_2728212345339850314,260,10,26,82.33319574,0.1,1.05287883,1
Files_9217219854552706093,260,10,26,81.25383774,0.1,1.14203252,1
Files_3101568727541387363,260,10,26,80.18069936,0.1,1.22427905,1
Files_5915341355056005501,260,10,26,79.11447295,0.1,1.27399637,1
Files_2784277134857418782,260,10,26,78.05582281,0.1,1.32162963,1
Files_-5842066093342143685,260,10,26,77.00538321,0.1,1.3638316,1
Files_-6024553664330228594,260,10,26,75.96375653,0.1,1.35059375,1
Files_-9055991723005869264,260,10,26,74.93151184,0.1,1.28423414,1
Files_2976987460098145797,270,10,27,83.65980825,0.1,0.96792102,1
Files_2507430636243165397,270,10,27,82.61395685,0.1,1.07346229,1
Files_-2281719161375371266,270,10,27,81.57303098,0.1,1.17829614,1
Files_-6773383601916910912,270,10,27,80.53767779,0.1,1.24079322,1
Files_9114584136064347811,270,10,27,79.50852299,0.1,1.305917,1
Files_-8907942651741777154,270,10,27,78.48616882,0.1,1.34346725,1
Files_5201685048755611094,270,10,27,77.47119229,0.1,1.37458191,1
Files_2613415671674513592,270,10,27,76.46414363,0.1,1.35931594,1
Files_3700957688973273584,270,10,27,75.46554492,0.1,1.30428358,1
Files_-6270704104218285378,280,10,28,83.88449643,0.1,0.99081033,1
Files_6412663251993023796,280,10,28,82.87498365,0.1,1.09741651,1
Files_-5152833064490489002,280,10,28,81.86989765,0.1,1.18615518,1
Files_3347069004455092195,280,10,28,80.86982352,0.1,1.26316113,1
Files_8298908989370531389,280,10,28,79.87532834,0.1,1.31740071,1
Files_-6539562398087763926,280,10,28,78.88695946,0.1,1.35367754,1
Files_1261437497976715698,280,10,28,77.90524292,0.1,1.38355124,1
Files_544560696590392752,280,10,28,76.9306821,0.1,1.3657829,1
Files_1388537140893913765,280,10,28,75.96375653,0.1,1.30320623,1
Files_2330257260386827410,290,10,29,84.09385889,0.1,1.01349226,1
Files_-630906664537398789,290,10,29,83.11827637,0.1,1.1154567,1
Files_873379358163310975,290,10,29,82.1466867,0.1,1.20020669,1
Files_7051705551931800591,290,10,29,81.17962045,0.1,1.27238705,1
Files_3960200543897772373,290,10,29,80.21759297,0.1,1.3693615,1
Files_2796183483796262511,290,10,29,79.2611029,0.1,1.38393885,1
Files_7560064916135820900,290,10,29,78.31063082,0.1,1.39545319,1
Files_8000408001439278179,290,10,29,77.36663806,0.1,1.38620168,1
Files_6762148695724796455,290,10,29,76.42956561,0.1,1.31089034,1
Files_7590913038319361174,300,10,30,84.28940686,0.1,1.02472469,1
Files_5783639091860972311,300,10,30,83.34557495,0.1,1.1279905,1
Files_-6281621033270777501,300,10,30,82.40535663,0.1,1.21364218,1
Files_4368798745467430604,300,10,30,81.46923439,0.1,1.29090446,1
Files_-6624670403614477543,300,10,30,80.53767779,0.1,1.38043908,1
Files_-757223496817309744,300,10,30,79.61114218,0.1,1.39110266,1
Files_2372832287368639196,300,10,30,78.69006753,0.1,1.39100558,1
Files_3235654570151571136,300,10,30,77.77487732,0.1,1.38674044,1
Files_6205887059449656245,300,10,30,76.86597769,0.1,1.31084351,1
Files_-8121119866410288996,310,10,31,84.47245985,0.1,1.04184132,1
Files_5569057963713671713,310,10,31,83.5583999,0.1,1.13299358,1
Files_-8964455918989484903,310,10,31,82.64762064,0.1,1.22301559,1
Files_3532141918800078213,310,10,31,81.74056202,0.1,1.3015915,1
Files_2522337033125589696,310,10,31,80.83765295,0.1,1.3642095,1
Files_-8523932513130288089,310,10,31,79.9393102,0.1,1.39664393,1
Files_-1227427304491134613,310,10,31,79.04593736,0.1,1.41359303,1
Files_-4535494330373629138,310,10,31,78.15792388,0.1,1.4026639,1
Files_-5828873919151252390,310,10,31,77.27564431,0.1,1.31782434,1
Files_-3589146032778057459,320,10,32,84.64417496,0.1,1.04971282,1
Files_-2518217558943783461,320,10,32,83.75808565,0.1,1.15496557,1
Files_-9207388589945693976,320,10,32,82.87498365,0.1,1.23982562,1
Files_-3173415940099470535,320,10,32,81.99527114,0.1,1.30538482,1
Files_-5379629092157255210,320,10,32,81.11934085,0.1,1.3641409,1
Files_-1087879447536649153,320,10,32,80.24757506,0.1,1.41407446,1
Files_874901827238068971,320,10,32,79.38034472,0.1,1.41933676,1
Files_3043384701529361577,320,10,32,78.51800865,0.1,1.4146379,1
Files_181117468229631837,320,10,32,77.66091272,0.1,1.31734284,1
Files_7447156868829123448,330,10,33,84.80557109,0.1,1.0552885,1
Files_-105398505804075237,330,10,33,83.94580811,0.1,1.16021128,1
Files_-7125226321550129584,330,10,33,83.08877288,0.1,1.24908822,1
Files_7810534634101260918,330,10,33,82.23483398,0.1,1.31265405,1
Files_8977444162887852638,330,10,33,81.38435182,0.1,1.37281124,1
Files_4081937752677241825,330,10,33,80.53767779,0.1,1.42194871,1
Files_2516514800674229658,330,10,33,79.69515353,0.1,1.43692315,1
Files_2809320603223896713,330,10,33,78.85711014,0.1,1.4111891,1
Files_6207077777182961236,330,10,33,78.02386756,0.1,1.32648957,1
Files_2358228954986304559,340,10,34,84.95754893,0.1,1.06797603,1
Files_8517674743612986881,340,10,34,84.12260739,0.1,1.17419192,1
Files_-2562037085422969846,340,10,34,83.29016319,0.1,1.25150796,1
Files_-4234773415680910870,340,10,34,82.46055486,0.1,1.32427746,1
Files_9192472668800206678,340,10,34,81.63411388,0.1,1.38294963,1
Files_-2412184924579394408,340,10,34,80.81116392,0.1,1.41282416,1
Files_-4561770332401063607,340,10,34,79.9920202,0.1,1.43432252,1
Files_-6866439837809459835,340,10,34,79.17698877,0.1,1.4121967,1
Files_-750918467196272943,340,10,34,78.366366,0.1,1.31761124,1
Files_393243486513439587,350,10,35,85.10090755,0.1,1.07361222,1
Files_7263867926125671285,350,10,35,84.28940686,0.1,1.17547711,1
Files_5042088136938781738,350,10,35,83.48019825,0.1,1.26166852,1
Files_-8865378919396146776,350,10,35,82.67359334,0.1,1.32954456,1
Files_7663787826347786170,350,10,35,81.86989765,0.1,1.38742489,1
Files_-4742174288187123981,350,10,35,81.0694099,0.1,1.41952553,1
Files_-6636980952026773599,350,10,35,80.27242145,0.1,1.43626747,1
Files_7606426356302696776,350,10,35,79.47921569,0.1,1.41168809,1
Files_2045787175174949307,350,10,35,78.69006753,0.1,1.31984038,1
Files_-2926982173443803462,360,10,36,85.23635831,0.1,1.07614393,1
Files_-8805738234297542682,360,10,36,84.44702897,0.1,1.18372891,1
Files_4759955082451011712,360,10,36,83.65980825,0.1,1.27787572,1
Files_2743839605365869787,360,10,36,82.87498365,0.1,1.33650714,1
Files_4921507511356782369,360,10,36,82.0928373,0.1,1.39188913,1
Files_7020616102124580652,360,10,36,81.31364542,0.1,1.43083276,1
Files_-4990415979564044997,360,10,36,80.53767779,0.1,1.44168145,1
Files_1327073596547750343,360,10,36,79.76519724,0.1,1.41033567,1
Files_773811168147765136,360,10,36,78.99645915,0.1,1.32189001,1
Files_7360812009321221547,370,10,37,85.36453657,0.1,1.08541005,1
Files_8648082972822511601,370,10,37,84.59620864,0.1,1.18363258,1
Files_-7712890070842998410,370,10,37,83.8298249,0.1,1.27085115,1
Files_5017929052555839130,370,10,37,83.0656511,0.1,1.34377154,1
Files_-7031329064088715705,370,10,37,82.30394828,0.1,1.39743299,1
Files_299451652613945029,370,10,37,81.54497232,0.1,1.42605614,1
Files_-4176508371292368016,370,10,37,80.78897346,0.1,1.43993845,1
Files_3058303398609109127,370,10,37,80.03619581,0.1,1.41840666,1
Files_-6941420167795587698,370,10,37,79.28687698,0.1,1.30948862,1
Files_-5634437812384182873,380,10,38,85.48601154,0.1,1.0848086,1
Files_-308559940712661908,380,10,38,84.7376046,0.1,1.18405961,1
Files_2668156555489509562,380,10,38,83.99099404,0.1,1.26808856,1
Files_1785280983914673663,380,10,38,83.24642596,0.1,1.33914445,1
Files_-2597805673105381468,380,10,38,82.50414236,0.1,1.390675,1
Files_4011207204087906993,380,10,38,81.76438068,0.1,1.42354494,1
Files_-1641771043073058245,380,10,38,81.02737339,0.1,1.43292961,1
Files_-6437797525900414392,380,10,38,80.29334759,0.1,1.40115523,1
Files_7006274479202008394,380,10,38,79.56252465,0.1,1.30984383,1
Files_5498248135060525054,390,10,39,85.60129465,0.1,1.08224806,1
Files_-8168654560594470327,390,10,39,84.87180896,0.1,1.19123304,1
Files_1046693565843473102,390,10,39,84.14398641,0.1,1.27765938,1
Files_5618067173285930504,390,10,39,83.41805534,0.1,1.35050575,1
Files_2781029259625803439,390,10,39,82.69424047,0.1,1.39539319,1
Files_8571196982494037040,390,10,39,81.97276249,0.1,1.42380103,1
Files_-7984215767907912501,390,10,39,81.25383774,0.1,1.42674053,1
Files_-4841702781261611628,390,10,39,80.53767779,0.1,1.4005049,1
Files_-703814674503381554,390,10,39,79.82448916,0.1,1.30103986,1
Files_3378915308822603541,400,10,40,85.71084667,0.1,1.09473539,1
Files_-2414069040038592663,400,10,40,84.9993554,0.1,1.18826903,1
Files_6936822813931981396,400,10,40,84.28940686,0.1,1.27571326,1
Files_-7740149601966647582,400,10,40,83.58121327,0.1,1.34610588,1
Files_4853852339912425591,400,10,40,82.87498365,0.1,1.38436417,1
Files_-3542104492475530528,400,10,40,82.17092349,0.1,1.42941028,1
Files_8113065904064418954,400,10,40,81.46923439,0.1,1.4263257,1
Files_6007360182165117391,400,10,40,80.77011376,0.1,1.39649247,1
Files_2465799736078370276,400,10,40,80.07375449,0.1,1.28505712,1
Files_-8905034134009339735,410,10,41,85.81508387,0.1,1.09819062,1
Files_-5863685764693061647,410,10,41,85.12072622,0.1,1.19238659,1
Files_8528742629485442859,410,10,41,84.4278022,0.1,1.2734455,1
Files_-2019017988961396767,410,10,41,83.73650939,0.1,1.34938377,1
Files_-7238513877426219126,410,10,41,83.04704253,0.1,1.39429638,1
Files_5233596381665063109,410,10,41,82.35959324,0.1,1.41914939,1
Files_1171366248528344090,410,10,41,81.67434967,0.1,1.42175747,1
Files_681790153064467966,410,10,41,80.99149626,0.1,1.39165897,1
Files_2557320792124146636,410,10,41,80.31121344,0.1,1.28380592,1
Files_3698599216527227366,420,10,42,85.91438322,0.1,1.0951382,1
Files_-6120047509574834213,420,10,42,85.23635831,0.1,1.18346694,1
Files_8303331821049554810,420,10,42,84.55966797,0.1,1.27325292,1
Files_5314150986733081478,420,10,42,83.88449643,0.1,1.34245749,1
Files_-1525068978547302255,420,10,42,83.21102543,0.1,1.38968827,1
Files_6948503850434413129,420,10,42,82.53943387,0.1,1.41805424,1
Files_2033664643476509726,420,10,42,81.86989765,0.1,1.41897841,1
Files_6562064197778486163,420,10,42,81.20258929,0.1,1.38673286,1
Files_-8183481315695075748,420,10,42,80.53767779,0.1,1.28310948,1
Files_2051068395726080909,430,10,43,86.0090869,0.1,1.09723207,1
Files_5308185792699427501,430,10,43,85.34664841,0.1,1.18847369,1
Files_7740894968829956038,430,10,43,84.68545433,0.1,1.27280825,1
Files_8774479651155946709,430,10,43,84.02567671,0.1,1.3380219,1
Files_5132742063088187942,430,10,43,83.36748538,0.1,1.38641895,1
Files_-6749476801834212192,430,10,43,82.71104768,0.1,1.41009922,1
Files_4271638066221634847,430,10,43,82.05652819,0.1,1.42040718,1
Files_1914869975957326480,430,10,43,81.40408856,0.1,1.37731825,1
Files_-4914108726840684257,430,10,43,80.75388725,0.1,1.27456257,1
Files_-4342028242380251398,132,11,12,74.62374875,0.1,0.4840568,1
Files_6056385215384309189,132,11,12,72.21202746,0.1,0.46856393,1
Files_5511239676658140302,132,11,12,69.86369657,0.1,0.46689075,1
Files_6061570671265939885,132,11,12,67.58385252,0.1,0.52330214,1
Files_8455516769417486816,132,11,12,65.37643521,0.1,0.5913201,1
Files_3442506741207374678,132,11,12,63.24428138,0.1,0.64971888,1
Files_4146927794298197514,132,11,12,61.18920626,0.1,0.66693566,1
Files_2203963520035769530,132,11,12,59.21210473,0.1,0.68318998,1
Files_-5040245760137204285,132,11,12,57.31306346,0.1,0.68881809,1
Files_-776866073065982704,143,11,13,75.75653943,0.1,0.53716435,1
Files_6474578407946020937,143,11,13,73.50314199,0.1,0.53913768,1
Files_7977332607406390014,143,11,13,71.3010172,0.1,0.57857068,1
Files_4203052559353986807,143,11,13,69.15470635,0.1,0.62888257,1
Files_-806002481109919269,143,11,13,67.06789956,0.1,0.68107522,1
Files_8440450338297746863,143,11,13,65.04345596,0.1,0.73828105,1
Files_-3759336629878428172,143,11,13,63.08344538,0.1,0.75277969,1
Files_1709869947557951821,143,11,13,61.18920626,0.1,0.76749697,1
Files_1483971148460680206,143,11,13,59.36141466,0.1,0.79684673,1
Files_6206765339527729357,154,11,14,76.73667126,0.1,0.55037792,1
Files_3071062562843890961,154,11,14,74.62374875,0.1,0.57270372,1
Files_-6261507722279007766,154,11,14,72.55281158,0.1,0.63504867,1
Files_8356403734737086354,154,11,14,70.5278607,0.1,0.71784887,1
Files_-2244210505625134836,154,11,14,68.55226367,0.1,0.77257178,1
Files_6923442213927583715,154,11,14,66.62875807,0.1,0.82235363,1
Files_4563228370168779268,154,11,14,64.75947074,0.1,0.86313339,1
Files_-1891358634815483617,154,11,14,62.94594978,0.1,0.88728706,1
Files_-6886725474187211743,154,11,14,61.18920626,0.1,0.89805884,1
Files_-2342109760192435646,165,11,15,77.59258147,0.1,0.59803512,1
Files_420024625455568593,165,11,15,75.60482134,0.1,0.69766131,1
Files_3749389884815706334,165,11,15,73.65182845,0.1,0.72320212,1
Files_1551543768645519161,165,11,15,71.73711006,0.1,0.62277176,2
Files_-2228896240759691946,165,11,15,69.86369657,0.1,0.83082505,1
Files_7599154789504931762,165,11,15,68.03413695,0.1,0.93915463,1
Files_8986768667010544640,165,11,15,66.25050551,0.1,0.95347311,1
Files_-4314539328826281337,165,11,15,64.51441854,0.1,0.95133326,1
Files_4790473410072396423,165,11,15,62.82705885,0.1,0.96586645,1
Files_-2470472431158607299,176,11,16,78.34615941,0.1,0.6782203,1
Files_9133409594196789705,176,11,16,76.47041197,0.1,0.73130572,1
Files_-2232015507833695594,176,11,16,74.62374875,0.1,0.79336373,1
Files_-6489768918848843620,176,11,16,72.80923983,0.1,0.6811,2
Files_4166541813409279267,176,11,16,71.02959219,0.1,0.91217118,1
Files_7441811612227070816,176,11,16,69.28714154,0.1,1.00089806,1
Files_8171583405812495689,176,11,16,67.58385252,0.1,1.02544502,1
Files_8020494990069076831,176,11,16,65.92132623,0.1,1.05185491,1
Files_1225883252096569405,176,11,16,64.30081408,0.1,1.03422263,1
Files_5268018556262886702,187,11,17,79.01450222,0.1,0.71533104,1
Files_2601666526355200840,187,11,17,77.23944336,0.1,0.76045526,1
Files_-7861301074981892288,187,11,17,75.4889405,0.1,0.54990503,2
Files_7435147931798172267,187,11,17,73.76568291,0.1,0.57865261,2
Files_-948565833614313019,187,11,17,72.07208024,0.1,1.00128621,1
Files_-4934426920827130395,187,11,17,70.41025321,0.1,1.06074441,1
Files_-1476196699726041085,187,11,17,68.78203042,0.1,1.10720219,1
Files_2712131294139131673,187,11,17,67.18895068,0.1,1.11653167,1
Files_-359352421387630585,187,11,17,65.63227016,0.1,1.09584597,1
Files_-9182275727433671037,198,11,18,79.61114218,0.1,0.75997122,1
Files_6405893705537040591,198,11,18,77.92698293,0.1,0.83394898,1
Files_6246829525170605512,198,11,18,76.26373169,0.1,0.92101932,1
Files_-2707773818329818852,198,11,18,74.62374875,0.1,1.0032319,1
Files_-4642369249342319495,198,11,18,73.00917671,0.1,1.05363787,1
Files_4067462382420383969,198,11,18,71.42193129,0.1,1.12738801,1
Files_2747136717724204720,198,11,18,69.86369657,0.1,1.16033957,1
Files_-3217864759789680527,198,11,18,68.33592433,0.1,1.1798128,1
Files_4728990725374911871,198,11,18,66.83983723,0.1,1.13708635,1
Files_-4691616581207385162,209,11,19,80.1469198,0.1,0.80990779,1
Files_-2181175851505054730,209,11,19,78.54516197,0.1,0.88915637,1
Files_4409004364847395527,209,11,19,76.96134342,0.1,1.02043919,1
Files_-5034536250047887414,209,11,19,75.3975412,0.1,1.08392651,1
Files_-8182609528261631249,209,11,19,73.85566122,0.1,1.10741706,1
Files_7421922874769386392,209,11,19,72.33742965,0.1,1.17999754,1
Files_-4185949859481229401,209,11,19,70.84438755,0.1,1.20002804,1
Files_-6540473555656506367,209,11,19,69.37788876,0.1,1.23785092,1
Files_1598577918313699982,209,11,19,67.93910053,0.1,1.19864118,1
Files_-1316723419598178054,220,11,20,80.6306149,0.1,0.82771692,1
Files_2099618414287828278,220,11,20,79.10384786,0.1,0.92845077,1
Files_-2669154872386125535,220,11,20,77.59258147,0.1,1.04812947,1
Files_-1547746064420903743,220,11,20,76.09864923,0.1,1.11895407,1
Files_-8010851889007405407,220,11,20,74.62374875,0.1,1.17473201,1
Files_461213126661389691,220,11,20,73.16943402,0.1,1.22969776,1
Files_4906176542211919360,220,11,20,71.73711006,0.1,1.25833192,1
Files_1920194161867285273,220,11,20,70.32803001,0.1,1.27322875,1
Files_-4064469920521563251,220,11,20,68.94329441,0.1,1.25665597,1
Files_5755275865402189600,231,11,21,81.0694099,0.1,0.90495032,1
Files_-4635205146146869540,231,11,21,79.61114218,0.1,1.00072335,1
Files_8183402103402108224,231,11,21,78.16635469,0.1,1.08642928,1
Files_1293321653880730953,231,11,21,76.73667126,0.1,1.15795177,1
Files_-1114145994768711526,231,11,21,75.32360686,0.1,1.19817467,1
Files_5452646886382743193,231,11,21,73.92856079,0.1,1.26679912,1
Files_6555113168559267406,231,11,21,72.55281158,0.1,1.2966158,1
Files_2018515377261661245,231,11,21,71.1975138,0.1,1.32134885,1
Files_7294207299011006217,231,11,21,69.86369657,0.1,1.28779575,1
Files_-8992270039237231710,242,11,22,81.46923439,0.1,0.93757792,1
Files_3807207866486271228,242,11,22,80.07375449,0.1,1.02907762,1
Files_-8340564591685534421,242,11,22,78.69006753,0.1,1.12153044,1
Files_-1304316503251091724,242,11,22,77.31961651,0.1,1.20471997,1
Files_8217163647856073337,242,11,22,75.96375653,0.1,1.25433003,1
Files_-597761083783263048,242,11,22,74.62374875,0.1,1.30494402,1
Files_5255428387988700548,242,11,22,73.30075577,0.1,1.34326551,1
