Folder,Area,Width,Height,Alpha,Ep,K,N
Files_6047871541377327781,608,19,32,68.8965284,0.1,1.43282672,2
Files_5916482871195413952,608,19,32,67.43100809,0.1,1.41425225,2
Files_285309288078600982,627,19,33,80.20015133,0.1,1.03932964,3
Files_7065487117421180429,627,19,33,78.60661903,0.1,1.18744734,2
Files_-2200331530904803598,627,19,33,77.03074654,0.1,1.27848576,2
Files_7993458395523893892,627,19,33,75.47458353,0.1,1.33819553,2
Files_3613163157676798313,627,19,33,73.94001269,0.1,1.38654902,2
Files_-271713704974405967,627,19,33,72.42874122,0.1,1.42186016,2
Files_2892528839792465622,627,19,33,70.94229549,0.1,1.44927186,2
Files_2067082912913543924,627,19,33,69.48201874,0.1,1.45267163,2
Files_9084959470726370473,627,19,33,68.0490716,0.1,1.43655646,2
Files_7128211539906714885,646,19,34,80.48303233,0.1,1.08258739,2
Files_-3293004954442512507,646,19,34,78.93332581,0.1,1.20289186,2
Files_-5021327802536602322,646,19,34,77.39984017,0.1,1.28497471,2
Files_-7733623342686143978,646,19,34,75.8844819,0.1,1.35356448,2
Files_-918719569372724417,646,19,34,74.38901147,0.1,1.40519558,2
Files_6792501565112561386,646,19,34,72.91503533,0.1,1.44213572,2
Files_1783746920987505795,646,19,34,71.46400052,0.1,1.46377877,2
Files_-7896458899459429783,646,19,34,70.03719193,0.1,1.46908698,2
Files_1404728001263730182,646,19,34,68.63573193,0.1,1.45653206,2
Files_5733689393195735255,665,19,35,80.75017855,0.1,1.11165284,2
Files_1640283978206883701,665,19,35,79.24203291,0.1,1.20949107,2
Files_8363100978187262694,665,19,35,77.74881958,0.1,1.298497,2
Files_-939980969647427260,665,19,35,76.27231379,0.1,1.36806497,2
Files_-5713692630453554429,665,19,35,74.81416274,0.1,1.41836841,2
Files_-2509798230155254199,665,19,35,73.37587802,0.1,1.45797937,2
Files_3045608072635670740,665,19,35,71.9588304,0.1,1.48681117,2
Files_-3812185368320444253,665,19,35,70.56424673,0.1,1.48900672,2
Files_6406618720674607171,665,19,35,69.19320899,0.1,1.47139855,2
Files_4915397292875762039,684,19,36,81.00285658,0.1,1.12490942,2
Files_2986482705520950840,684,19,36,79.53417143,0.1,1.2254586,2
Files_5720946417825430878,684,19,36,78.07926146,0.1,1.308231,2
Files_-5660957580203023013,684,19,36,76.63978156,0.1,1.38017415,2
Files_-1246324199921470095,684,19,36,75.21727396,0.1,1.42811832,2
Files_9121281807631903177,684,19,36,73.81316124,0.1,1.47517701,2
Files_-8011849622392238215,684,19,36,72.42874122,0.1,1.49629765,2
Files_1526881465724417208,684,19,36,71.06518377,0.1,1.50414803,2
Files_8046895223454312849,684,19,36,69.72352941,0.1,1.48394202,2
Files_4567473917545050319,703,19,37,81.24220171,0.1,1.12583116,2
Files_-8418436988491099047,703,19,37,79.81102635,0.1,1.23783582,2
Files_-1439614882370734303,703,19,37,78.39258432,0.1,1.32075997,2
Files_9007372883426127947,703,19,37,76.98842008,0.1,1.38871328,2
Files_-2834905481133295860,703,19,37,75.59997869,0.1,1.44714936,2
Files_-4419461490367317836,703,19,37,74.22859932,0.1,1.48690662,2
Files_7482977941663546367,703,19,37,72.87551039,0.1,1.50806579,2
Files_4563701043639339167,703,19,37,71.5418263,0.1,1.51384589,2
Files_2296842702317320410,703,19,37,70.22854576,0.1,1.49883334,2
Files_8654544651946237973,722,19,38,81.46923439,0.1,1.14356146,2
Files_3007278483960189295,722,19,38,80.07375449,0.1,1.24319298,2
Files_-9140493974211616354,722,19,38,78.69006753,0.1,1.32878635,2
Files_-2104245885777173657,722,19,38,77.31961651,0.1,1.39944128,2
Files_371204976695134579,722,19,38,75.96375653,0.1,1.45465314,2
Files_-8443719754944201806,722,19,38,74.62374875,0.1,1.49589265,2
Files_1091147602587851878,722,19,38,73.30075577,0.1,1.51958407,2
Files_7873371646799287848,722,19,38,71.99583839,0.1,1.52685946,2
Files_-6381428050428364983,722,19,38,70.70995378,0.1,1.51253587,2
Files_-331627022993715689,741,19,39,81.68487424,0.1,1.14816278,2
Files_2661690351932605958,741,19,39,80.32339996,0.1,1.24948603,2
Files_-5964000071729224200,741,19,39,78.97286769,0.1,1.34015092,2
Files_-4482054170168262593,741,19,39,77.63462724,0.1,1.40906854,2
Files_-3411607974849143730,741,19,39,76.30995038,0.1,1.46551765,2
Files_-3143979225805832493,741,19,39,75.00002536,0.1,1.5048537,2
Files_5658635912598475903,741,19,39,73.70595254,0.1,1.53408283,2
Files_2694758533899481153,741,19,39,72.42874122,0.1,1.53694546,2
Files_2256999009149611982,741,19,39,71.16930765,0.1,1.52278482,2
Files_-5918969742956562633,760,19,40,81.88995217,0.1,1.15613092,2
Files_-6685190747087916216,760,19,40,80.56090738,0.1,1.25911802,2
Files_1313238866013193812,760,19,40,79.24203291,0.1,1.34552287,2
Files_-5076545719618904061,760,19,40,77.93459276,0.1,1.42063249,2
Files_7133090442193949542,760,19,40,76.63978156,0.1,1.47959999,2
Files_-1485940057281552218,760,19,40,75.35871946,0.1,1.51692156,2
Files_4136724637999718556,760,19,40,74.09244807,0.1,1.54077248,2
Files_7814593384132297815,760,19,40,72.84192739,0.1,1.54562918,2
Files_-5718925199748003819,760,19,40,71.60803375,0.1,1.52910028,2
Files_6786756159163835337,779,19,41,82.08522071,0.1,1.16650394,2
Files_4413908839466700873,779,19,41,80.7871334,0.1,1.26720716,2
Files_-7359824859629491865,779,19,41,79.49851499,0.1,1.35655685,2
Files_4680797513055969136,779,19,41,78.22055046,0.1,1.4269372,2
Files_555196935640589633,779,19,41,76.95436294,0.1,1.48270285,2
Files_8859365576645604473,779,19,41,75.70100903,0.1,1.52572682,2
Files_-5107869322160696158,779,19,41,74.46147497,0.1,1.54634934,2
Files_-7015126433156605491,779,19,41,73.23667372,0.1,1.55557696,2
Files_1484924123655906418,779,19,41,72.02744288,0.1,1.53872044,2
Files_-3574731818098532969,798,19,42,82.271363,0.1,1.17223786,2
Files_8768361245379588113,798,19,42,81.00285658,0.1,1.27070517,2
Files_-5690485011987096254,798,19,42,79.74318016,0.1,1.36133258,2
Files_-5026975831079998606,798,19,42,78.49344586,0.1,1.43585047,2
Files_9216866616800517343,798,19,42,77.25471053,0.1,1.49069171,2
Files_5426770203909310099,798,19,42,76.02797144,0.1,1.53575565,2
Files_7102928260384720743,798,19,42,74.81416274,0.1,1.55839369,2
Files_-716389841859034784,798,19,42,73.61415259,0.1,1.56842816,2
Files_7241829115186282650,798,19,42,72.42874122,0.1,1.54394167,2
Files_456635518146424438,817,19,43,82.44900057,0.1,1.17587661,2
Files_659561533237443512,817,19,43,81.20878602,0.1,1.28032869,2
Files_5563131157163188886,817,19,43,79.97681835,0.1,1.36731075,2
Files_-5666881976257039573,817,19,43,78.7541424,0.1,1.43990505,2
Files_-6630203941169903901,817,19,43,77.54175356,0.1,1.49966953,2
Files_3405390485835149561,817,19,43,76.34059371,0.1,1.53893406,2
Files_-7022359344307780891,817,19,43,75.15154798,0.1,1.56607431,2
Files_-9072891100899080087,817,19,43,73.97544203,0.1,1.57305624,2
Files_-451348483265564452,817,19,43,72.81304012,0.1,1.54973641,2
Files_391408602296011570,240,20,12,63.43494882,0.1,0.43853026,2
Files_-7564524038434082565,240,20,12,59.74356284,0.1,0.48587831,2
Files_6761692555135819411,240,20,12,56.30993247,0.1,0.51850063,2
Files_785352155350843528,240,20,12,53.13010235,0.1,0.54257568,2
Files_-6769447440966775129,240,20,12,50.19442891,0.1,0.58184577,2
Files_3259444864115733831,240,20,12,47.48955292,0.1,0.63292431,2
Files_2778809638313367872,240,20,12,45,0.1,0.64989342,2
Files_-6884628909245807420,240,20,12,42.70938996,0.1,0.67526346,2
Files_-6505642706648251367,240,20,12,40.60129465,0.1,0.68239314,2
Files_6093104471343780769,260,20,13,65.22485943,0.1,0.52195234,2
Files_6881179936884250727,260,20,13,61.69924423,0.1,0.54914838,2
Files_-1308799807271582189,260,20,13,58.39249775,0.1,0.57705335,2
Files_4329665393392416625,260,20,13,55.30484647,0.1,0.64782676,2
Files_-4521610801051726844,260,20,13,52.43140797,0.1,0.70210189,2
Files_342468886657023903,260,20,13,49.76364169,0.1,0.7208229,2
Files_4203992512739518620,260,20,13,47.29061004,0.1,0.74816951,2
Files_-5459446034819656672,260,20,13,45,0.1,0.75797857,2
Files_-8203950681379212312,260,20,13,42.8789036,0.1,0.76099228,2
Files_8745713855151399429,280,20,14,66.80140949,0.1,0.56089992,2
Files_-4911669468381574985,280,20,14,63.43494882,0.1,0.60110056,2
Files_-7165318716679645111,280,20,14,60.2551187,0.1,0.65893704,2
Files_-2092077333441065371,280,20,14,57.26477373,0.1,0.70216867,2
Files_-8348966646880341041,280,20,14,54.46232221,0.1,0.74545837,2
Files_-9155043703263074458,280,20,14,51.84277341,0.1,0.7951843,2
Files_116166259119212913,280,20,14,49.39870535,0.1,0.8146936,2
Files_3226247868457964674,280,20,14,47.1210964,0.1,0.82699002,2
Files_-2524268432364218683,280,20,14,45,0.1,0.83764712,2
Files_2851544989339228025,300,20,15,68.19859051,0.1,0.61905457,2
Files_-8140109299855465411,300,20,15,64.98310652,0.1,0.66663465,2
Files_1833077581746013685,300,20,15,61.92751306,0.1,0.72106211,2
Files_-2226453220746117409,300,20,15,59.03624347,0.1,0.76672404,2
Files_3061574272090216271,300,20,15,56.30993247,0.1,0.81142002,2
Files_-2886814375377778713,300,20,15,53.74616226,0.1,0.85869079,2
Files_-2447991230538230847,300,20,15,51.34019175,0.1,0.87390191,2
Files_-4221360952133338232,300,20,15,49.08561678,0.1,0.8845426,2
Files_746701097185061337,300,20,15,46.97493401,0.1,0.86971241,2
Files_-1878201044067373590,320,20,16,69.44395478,0.1,0.66949606,2
Files_-8032183391937226565,320,20,16,66.37062227,0.1,0.72174804,2
Files_3218100834066845414,320,20,16,63.43494882,0.1,0.76378186,2
Files_-824901538886746021,320,20,16,60.64224646,0.1,0.81784721,2
Files_-7323858327719275794,320,20,16,57.99461679,0.1,0.86468216,2
Files_-2417117140300134897,320,20,16,55.49147701,0.1,0.91610883,2
Files_2895364889897399332,320,20,16,53.13010235,0.1,0.92939861,2
Files_-1294208083912340071,320,20,16,50.90614111,0.1,0.92840301,2
Files_7985365441997425149,320,20,16,48.81407483,0.1,0.88326561,2
Files_5310493512977975175,340,20,17,70.55996517,0.1,0.70698903,2
Files_3916153264257765894,340,20,17,67.61986495,0.1,0.77169396,2
Files_-8695739750268427455,340,20,17,64.79887635,0.1,0.82725584,2
Files_8293961604640287823,340,20,17,62.10272897,0.1,0.86241146,2
Files_8823140552493339998,340,20,17,59.53445508,0.1,0.92251829,2
Files_-5955963519310051061,340,20,17,57.09475708,0.1,0.97129045,2
Files_1684820074471326098,340,20,17,54.78240703,0.1,0.96637351,2
Files_-3357643310128005397,340,20,17,52.59464337,0.1,0.94305075,2
Files_84815310643489513,340,20,17,50.52754015,0.1,0.92364823,2
Files_-8835131851169772633,360,20,18,71.56505118,0.1,0.74950504,2
Files_5865681433430455106,360,20,18,68.74949449,0.1,0.81390494,2
Files_5334543784537779810,360,20,18,66.03751103,0.1,0.8565389,2
Files_-2801656733835019181,360,20,18,63.43494882,0.1,0.90193294,2
Files_4480416826221749725,360,20,18,60.9453959,0.1,0.94849682,2
Files_240523156777378407,360,20,18,58.57043439,0.1,1.00367789,2
Files_3210287470392649640,360,20,18,56.30993247,0.1,1.00779486,2
Files_982064626507592467,360,20,18,54.16234705,0.1,0.98219056,2
Files_4115194827833712575,360,20,18,52.12501635,0.1,0.97033959,2
Files_-6954391527002346609,380,20,19,72.47443163,0.1,0.7901477,2
Files_-6407057417769121433,380,20,19,69.77514057,0.1,0.85242909,2
Files_-1751558220549946929,380,20,19,67.16634582,0.1,0.9115279,2
Files_5832106150460513347,380,20,19,64.65382406,0.1,0.94120147,2
Files_-4931554962725156717,380,20,19,62.2414594,0.1,0.98210706,2
Files_-7484950107915026023,380,20,19,59.93141718,0.1,1.01087748,2
Files_3759192039412140430,380,20,19,57.72435569,0.1,1.05803793,2
Files_-8762493184702435085,380,20,19,55.61965528,0.1,1.02991983,2
Files_4875225904424909873,380,20,19,53.61564818,0.1,1.01008435,2
Files_8814553343659714532,400,20,20,73.30075577,0.1,0.83213745,2
Files_-2022373712231269066,400,20,20,70.70995378,0.1,0.89821195,2
Files_-1157178008614551952,400,20,20,68.19859051,0.1,0.94856538,2
Files_775162654838682257,400,20,20,65.77225468,0.1,0.98471613,2
Files_-3277415044331142439,400,20,20,63.43494882,0.1,1.01098707,2
Files_7051962525581831720,400,20,20,61.18920626,0.1,1.04740702,2
Files_1844859050044560830,400,20,20,59.03624347,0.1,1.06583311,2
Files_-1793822958700771081,400,20,20,56.97613244,0.1,1.07693494,2
Files_-508061984491848756,400,20,20,55.0079798,0.1,1.05417019,2
Files_8022251118191184783,420,20,21,74.0546041,0.1,0.85873958,2
Files_539258490298492161,420,20,21,71.56505118,0.1,0.93710688,2
Files_-2742499495239483042,420,20,21,69.14554196,0.1,0.99029034,2
Files_1783372857456668411,420,20,21,66.80140949,0.1,1.02366371,2
Files_-4404178287376317708,420,20,21,64.53665494,0.1,1.04939886,2
Files_35515480670677982,420,20,21,62.35402464,0.1,1.09150647,2
Files_-7125302312284049466,420,20,21,60.2551187,0.1,1.10075472,2
Files_-6007431272556253090,420,20,21,58.24051992,0.1,1.08479061,2
Files_-5862066261848637182,420,20,21,56.30993247,0.1,1.08605865,2
Files_8118558677715451459,440,20,22,74.7448813,0.1,0.88019415,2
Files_4516673503627756521,440,20,22,72.34987578,0.1,0.96980424,2
Files_-389737874483830759,440,20,22,70.01689348,0.1,1.02313127,2
Files_-4994342425579255005,440,20,22,67.75097634,0.1,1.06146079,2
Files_2481823024468187432,440,20,22,65.55604522,0.1,1.08587277,2
Files_453997875132909832,440,20,22,63.43494882,0.1,1.11958393,2
Files_8423126713444737920,440,20,22,61.38954033,0.1,1.11900786,2
Files_-4278551964105682333,440,20,22,59.42077313,0.1,1.13017976,2
Files_-7769698107432148929,440,20,22,57.52880771,0.1,1.10934554,2
Files_-1667276511241592921,460,20,23,75.37912601,0.1,0.91963244,2
Files_7865470999337389596,460,20,23,73.07248694,0.1,0.99061969,2
Files_-3827487859367585229,460,20,23,70.82099197,0.1,1.05212797,2
Files_5769785148400699545,460,20,23,68.62937773,0.1,1.09168436,2
Files_3342973577008320540,460,20,23,66.50143432,0.1,1.12566969,2
Files_5471796081918991680,460,20,23,64.44003483,0.1,1.16219701,2
Files_6092680574384045823,460,20,23,62.44718842,0.1,1.16068065,2
Files_-50605975540785018,460,20,23,60.524111,0.1,1.14843184,2
Files_-1884587478870532820,460,20,23,58.67130713,0.1,1.1454323,2
Files_-8958800118620276619,480,20,24,75.96375653,0.1,0.93005885,2
Files_8980048867039625682,480,20,24,73.73979529,0.1,1.01840316,2
Files_-7200877427119340087,480,20,24,71.56505118,0.1,1.08699394,2
Files_-5547024690694527599,480,20,24,69.44395478,0.1,1.12840262,2
Files_8110756369659045356,480,20,24,67.38013505,0.1,1.14718753,2
Files_-4976179838461874790,480,20,24,65.37643521,0.1,1.17352742,2
Files_-1167402309784586635,480,20,24,63.43494882,0.1,1.19720922,2
Files_-4576817796678649751,480,20,24,61.55707138,0.1,1.20238485,2
Files_4925051740210502718,480,20,24,59.74356284,0.1,1.18967213,2
Files_-6729800421995923877,500,20,25,76.50426672,0.1,0.95764838,2
Files_5975594100574361360,500,20,25,74.35775354,0.1,1.04331119,2
Files_-6261750040509664619,500,20,25,72.25532837,0.1,1.10011478,2
Files_7727696579455707013,500,20,25,70.20112365,0.1,1.16692775,2
Files_7438631975021625167,500,20,25,68.19859051,0.1,1.18146426,2
Files_8746999245529035206,500,20,25,66.25050551,0.1,1.22451365,2
Files_-5162384116885975810,500,20,25,64.35899418,0.1,1.24483232,2
Files_4364948171272129700,500,20,25,62.52556837,0.1,1.23528329,2
Files_9101170620078668738,500,20,25,60.75117366,0.1,1.22210233,2
Files_-8409251031042906176,520,20,26,77.00538321,0.1,0.97990092,2
Files_6823567413002919861,520,20,26,74.93151184,0.1,1.05967782,3
Files_-3619027353448795742,520,20,26,72.89727103,0.1,1.1264507,3
Files_6821339403999274971,520,20,26,70.906508,0.1,1.18707885,2
Files_-7207307643043718679,520,20,26,68.96248897,0.1,1.24340242,2
Files_-4387550437024892823,520,20,26,67.06789956,0.1,1.26223402,2
Files_2097235712522936871,520,20,26,65.22485943,0.1,1.27626463,2
Files_2564010609679465636,520,20,26,63.43494882,0.1,1.27403747,2
Files_2885311178063406829,520,20,26,61.69924423,0.1,1.26570236,2
Files_-3035639476212023486,540,20,27,77.47119229,0.1,0.98985121,3
Files_-4536366835994360996,540,20,27,75.46554492,0.1,1.07590735,3
Files_-863305739605653880,540,20,27,73.49563862,0.1,1.15245351,3
Files_3505730729172379281,540,20,27,71.56505118,0.1,1.20634653,3
Files_2981127958172229544,540,20,27,69.67686317,0.1,1.26013406,2
Files_7781283155006196201,540,20,27,67.83365418,0.1,1.2883094,2
Files_-771337708829619892,540,20,27,66.03751103,0.1,1.30623809,2
Files_2967368894296783948,540,20,27,64.29004622,0.1,1.30640883,2
Files_7973782894504120566,540,20,27,62.59242456,0.1,1.29547405,2
Files_-6975887026990918882,560,20,28,77.90524292,0.1,1.01832191,3
Files_-6848787384073720815,560,20,28,75.96375653,0.1,1.09627602,3
Files_-9008586849754786452,560,20,28,74.0546041,0.1,1.17704452,3
Files_-8427264343130570121,560,20,28,72.18111109,0.1,1.23896962,2
Files_2285058650100989112,560,20,28,70.34617594,0.1,1.27856731,2
Files_-2532241110472531381,560,20,28,68.55226367,0.1,1.31993966,2
Files_-3846750325414608033,560,20,28,66.80140949,0.1,1.34273236,2
Files_5168842513213606695,560,20,28,65.09523119,0.1,1.3466632,2
Files_942610424761969169,560,20,28,63.43494882,0.1,1.32630986,2
Files_-2009477423655268254,580,20,29,78.31063082,0.1,1.01891172,3
Files_-7205751027050660827,580,20,29,76.42956561,0.1,1.10676701,3
Files_8360197952296268738,580,20,29,74.57783868,0.1,1.17854351,3
Files_4325984011680364860,580,20,29,72.7585406,0.1,1.26871639,2
Files_-1081152566264352860,580,20,29,70.97439396,0.1,1.31275767,2
Files_6866243835226696944,580,20,29,69.22774532,0.1,1.3541432,2
Files_-4794499729379379488,580,20,29,67.5205656,0.1,1.37583758,2
Files_1469984080674375328,580,20,29,65.85445804,0.1,1.37268386,2
Files_-5920430406882716256,580,20,29,64.23067238,0.1,1.35574506,2
Files_6851676638302733530,600,20,30,78.69006753,0.1,1.03744816,3
Files_-7762012663325801037,600,20,30,76.86597769,0.1,1.1441688,3
Files_5285141137215397265,600,20,30,75.06858282,0.1,1.184674,3
Files_2000925544267416883,600,20,30,73.30075577,0.1,1.26897238,3
Files_2322226112651358076,600,20,30,71.56505118,0.1,1.34526394,2
Files_1602646608549476859,600,20,30,69.86369657,0.1,1.37244455,2
Files_7111586862827935278,600,20,30,68.19859051,0.1,1.39981728,2
Files_-3975928483086035764,600,20,30,66.57130719,0.1,1.40395667,2
Files_3165961862268098667,600,20,30,64.98310652,0.1,1.38483466,2
Files_8981992244250782423,620,20,31,79.04593736,0.1,1.04399499,3
Files_4380545629590664646,620,20,31,77.27564431,0.1,1.14315318,3
Files_-798527098748269615,620,20,31,75.5297059,0.1,1.21396815,3
Files_-8395311991954129162,620,20,31,73.81079374,0.1,1.27287983,3
Files_3821857341201894910,620,20,31,72.1213034,0.1,1.35057019,2
Files_1510262687893713527,620,20,31,70.46334506,0.1,1.41079442,2
Files_3726727629550991227,620,20,31,68.83874018,0.1,1.4292425,2
Files_-2984302926294083566,620,20,31,67.24902366,0.1,1.4341171,2
Files_774104923607909963,620,20,31,65.69545073,0.1,1.41003379,2
Files_-7362422697729565609,640,20,32,79.38034472,0.1,1.06163298,3
Files_-8056207056738002743,640,20,32,77.66091272,0.1,1.14573819,3
Files_-4738774649527165011,640,20,32,75.96375653,0.1,1.23433688,3
Files_-1091836123858284621,640,20,32,74.29136217,0.1,1.30747655,3
Files_3556366168936339152,640,20,32,72.64597536,0.1,1.38176446,2
Files_-7155142059923526535,640,20,32,71.02959219,0.1,1.43311601,2
Files_-1326999221601415991,640,20,32,69.44395478,0.1,1.45184438,2
Files_-728482476556067468,640,20,32,67.89055166,0.1,1.45299024,2
Files_6567405121253914522,640,20,32,66.37062227,0.1,1.43428986,2
Files_6995359151608323992,660,20,33,79.69515353,0.1,1.05807349,3
Files_3639892839482198745,660,20,33,78.02386756,0.1,1.14968994,3
Files_1561327286405681189,660,20,33,76.37300514,0.1,1.2386366,3
Files_4598448229390730819,660,20,33,74.7448813,0.1,1.31202572,3
Files_5341897013048262270,660,20,33,73.14160123,0.1,1.40404258,2
Files_-5417909804766474172,660,20,33,71.56505118,0.1,1.45017665,2
Files_-3909848322808551399,660,20,33,70.01689348,0.1,1.47343759,2
Files_7273838343130325874,660,20,33,68.49856568,0.1,1.47690505,2
Files_-3262437836737744329,660,20,33,67.0112832,0.1,1.45280107,2
Files_-82925981466969273,680,20,34,79.9920202,0.1,1.05787962,3
Files_3727925883737821391,680,20,34,78.366366,0.1,1.16709697,3
Files_1043519342922688750,680,20,34,76.75948008,0.1,1.25002739,3
Files_2963756608770571024,680,20,34,75.17352003,0.1,1.36804785,2
Files_7021004966875371791,680,20,34,73.61045967,0.1,1.42093768,2
Files_3739436520022187102,680,20,34,72.07208024,0.1,1.47267926,2
Files_-973719894280681047,680,20,34,70.55996517,0.1,1.49076117,2
Files_3825463291534417169,680,20,34,69.07549826,0.1,1.49530694,2
Files_-2368060143000890328,680,20,34,67.61986495,0.1,1.47456721,2
Files_3572438596715143437,700,20,35,80.27242145,0.1,1.06977261,3
Files_-6191537349792685273,700,20,35,78.69006753,0.1,1.17800794,3
Files_-8870573687389574053,700,20,35,77.12499844,0.1,1.26621213,3
Files_-5988438036205468562,700,20,35,75.57922687,0.1,1.3924753,2
Files_8206391424067856848,700,20,35,74.0546041,0.1,1.44373641,2
Files_6267082563711870861,700,20,35,72.55281158,0.1,1.48724385,2
Files_-5324324191887450546,700,20,35,71.07535558,0.1,1.5070954,2
Files_7852855841182688956,700,20,35,69.62356479,0.1,1.50978904,2
Files_1114402163367373300,700,20,35,68.19859051,0.1,1.49069046,2
Files_5219003569177872039,720,20,36,80.53767779,0.1,1.08873693,3
Files_-7463513356819869444,720,20,36,78.99645915,0.1,1.17485203,3
Files_-1252671853859157571,720,20,36,77.47119229,0.1,1.26650937,3
Files_7929133043008676792,720,20,36,75.96375653,0.1,1.39728491,2
Files_-8473432806813095607,720,20,36,74.475889,0.1,1.46093501,2
Files_-6502065005403250324,720,20,36,73.00917671,0.1,1.50104185,2
Files_5288698351525245196,720,20,36,71.56505118,0.1,1.52374398,2
Files_-8384012079393570328,720,20,36,70.14478563,0.1,1.53180637,2
Files_1542767562415921319,720,20,36,68.74949449,0.1,1.50703871,2
Files_4700693362626094446,740,20,37,80.78897346,0.1,1.07781893,3
Files_-2462575816861493364,740,20,37,79.28687698,0.1,1.20159217,3
Files_912736151746704768,740,20,37,77.79953127,0.1,1.34271517,2
Files_2494017851256762207,740,20,37,76.32869287,0.1,1.4205894,2
Files_-1874989613706044387,740,20,37,74.87599269,0.1,1.47740257,2
Files_3465869819548911485,740,20,37,73.44292862,0.1,1.51596113,2
Files_-1227802866456612687,740,20,37,72.03086026,0.1,1.53978018,2
Files_-7909510684863692757,740,20,37,70.64100582,0.1,1.53960822,2
Files_9157086341690548044,740,20,37,69.27444113,0.1,1.52059893,2
Files_7235430690845404217,760,20,38,81.02737339,0.1,1.08576506,3
Files_4439089541501245903,760,20,38,79.56252465,0.1,1.18764199,3
Files_-7563986921614393097,760,20,38,78.11134196,0.1,1.28702019,3
Files_-97633351580992231,760,20,38,76.67546874,0.1,1.43755575,2
Files_-8473057564080486677,760,20,38,75.25643716,0.1,1.49004558,2
Files_4635163127823289271,760,20,38,73.85566122,0.1,1.52744161,2
Files_-1427156746052492344,760,20,38,72.47443163,0.1,1.55107919,2
Files_-7371164169220786664,760,20,38,71.11391263,0.1,1.55591396,2
Files_-879822636819267168,760,20,38,69.77514057,0.1,1.53421568,2
Files_-3015973429235772385,780,20,39,81.25383774,0.1,1.09753443,3
Files_1616755758518269865,780,20,39,79.82448916,0.1,1.18844591,3
Files_-9082212836791442827,780,20,39,78.40782459,0.1,1.3716817,2
Files_371484696578929453,780,20,39,77.00538321,0.1,1.43992153,2
Files_7364649532766883059,780,20,39,75.61860541,0.1,1.49625098,2
Files_-2153182346567176333,780,20,39,74.24882634,0.1,1.5434913,2
Files_-6282678297446185066,780,20,39,72.89727103,0.1,1.5645461,2
Files_1946919817091781076,780,20,39,71.56505118,0.1,1.56684561,2
Files_-5578162442371211680,780,20,39,70.25316339,0.1,1.54836529,2
Files_-124258620903215626,800,20,40,81.46923439,0.1,1.08899463,3
Files_-5771524788889264304,800,20,40,80.07375449,0.1,1.18329137,3
Files_-6518582461986375162,800,20,40,78.69006753,0.1,1.38347684,2
Files_517665626448067535,800,20,40,77.31961651,0.1,1.45506931,2
Files_-8407598296154319020,800,20,40,75.96375653,0.1,1.50832854,2
Files_1224221045915896211,800,20,40,74.62374875,0.1,1.55273007,2
Files_7077410517687859807,800,20,40,73.30075577,0.1,1.57591027,2
Files_-905431626050165751,800,20,40,71.99583839,0.1,1.58082669,2
Files_-3759516538203123791,800,20,40,70.70995378,0.1,1.55784778,2
Files_-1395818689172418401,820,20,41,81.67434967,0.1,1.11024109,3
Files_7036165143058240970,820,20,41,80.31121344,0.1,1.29410397,2
Files_774462193043741451,820,20,41,78.95905982,0.1,1.38350348,2
Files_7364308917668979119,820,20,41,77.61924307,0.1,1.46330261,2
Files_-4976794282178714091,820,20,41,76.293039,0.1,1.52372986,2
Files_5702356594003921446,820,20,41,74.98163937,0.1,1.56505358,2
Files_-3694556899183583844,820,20,41,73.68614757,0.1,1.58484769,2
Files_-7521310499390616014,820,20,41,72.40757544,0.1,1.58837749,2
Files_400190856077765201,820,20,41,71.14684124,0.1,1.56713856,2
Files_-7535877696314579428,840,20,42,81.86989765,0.1,1.09230818,3
Files_-3704636964760981414,840,20,42,80.53767779,0.1,1.30848734,2
Files_479731202052820712,840,20,42,79.21570213,0.1,1.397076,2
Files_-1121607133847374728,840,20,42,77.90524292,0.1,1.47357726,2
Files_-6132971811606809934,840,20,42,76.60750225,0.1,1.53063621,2
Files_-5000166194436072352,840,20,42,75.32360686,0.1,1.57214455,2
Files_8246407828463452493,840,20,42,74.0546041,0.1,1.59374526,2
Files_-2073206911725471657,840,20,42,72.80145878,0.1,1.59673491,2
Files_-3634942182413608257,840,20,42,71.56505118,0.1,1.57533415,2
Files_-3965686458745999733,860,20,43,82.05652819,0.1,1.09516449,3
Files_5295310821901232779,860,20,43,80.75388725,0.1,1.1858171,3
Files_7508583796831438865,860,20,43,79.46081627,0.1,1.40598156,2
Files_5531771590508177022,860,20,43,78.17851166,0.1,1.48214591,2
Files_-7571894091325527876,860,20,43,76.90810694,0.1,1.53694075,2
Files_40200747012955876,860,20,43,75.65066796,0.1,1.58008053,2
Files_8752136808512056112,860,20,43,74.40718906,0.1,1.6034625,2
Files_-6043554098255143682,860,20,43,73.17859011,0.1,1.60581312,2
Files_3280609361728014207,860,20,43,71.96571443,0.1,1.58427955,2
Files_-1242348223440163774,252,21,12,62.30052719,0.1,0.46384613,2
Files_-941166555667133706,252,21,12,58.51253064,0.1,0.48693274,2
Files_1424087383770750392,252,21,12,55.0079798,0.1,0.55349342,2
Files_-2381539439028190880,252,21,12,51.77956795,0.1,0.58263127,2
Files_3780338680474175464,252,21,12,48.81407483,0.1,0.600895,2
Files_-1555589823363011621,252,21,12,46.09469059,0.1,0.65131544,2
